Time,Fz,Mx,My,CoPx,CoPy
6.635000,873.528539,21.849656,-3.026450,0.003465,0.025013
6.636000,873.436319,21.869026,-3.048030,0.003490,0.025038
6.637000,873.528539,21.849656,-3.026450,0.003465,0.025013
6.638000,873.716629,21.849956,-3.070570,0.003514,0.025008
6.639000,873.811849,21.869846,-3.092930,0.003540,0.025028
6.640000,874.003719,21.910106,-3.092640,0.003538,0.025069
6.641000,874.096589,21.890516,-3.114400,0.003563,0.025044
6.642000,874.003719,21.910106,-3.092640,0.003538,0.025069
6.643000,874.004369,21.909886,-3.135980,0.003588,0.025068
6.644000,873.811069,21.869146,-3.181280,0.003641,0.025027
6.645000,873.907719,21.889516,-3.158630,0.003614,0.025048
6.646000,874.000589,21.869926,-3.180390,0.003639,0.025023
6.647000,874.188029,21.870446,-3.181170,0.003639,0.025018
6.648000,874.095809,21.889816,-3.202750,0.003664,0.025043
6.649000,874.473419,21.890896,-3.245980,0.003712,0.025033
6.650000,874.287679,21.930076,-3.202460,0.003663,0.025083
6.651000,874.380549,21.910486,-3.224220,0.003687,0.025058
6.652000,874.283899,21.890116,-3.246870,0.003714,0.025038
6.653000,874.283899,21.890116,-3.246870,0.003714,0.025038
6.654000,874.471989,21.890416,-3.290990,0.003763,0.025033
6.655000,874.376769,21.870526,-3.268630,0.003738,0.025013
6.656000,874.564859,21.870826,-3.312750,0.003788,0.025008
6.657000,874.660079,21.890716,-3.335110,0.003813,0.025028
6.658000,874.660079,21.890716,-3.335110,0.003813,0.025028
6.659000,874.468859,21.850236,-3.378740,0.003864,0.024987
6.660000,874.468859,21.850236,-3.378740,0.003864,0.024987
6.661000,874.567859,21.910086,-3.356690,0.003838,0.025052
6.662000,874.755299,21.910606,-3.357470,0.003838,0.025048
6.663000,874.472639,21.890196,-3.334330,0.003813,0.025032
6.664000,874.286119,21.928676,-3.379160,0.003865,0.025082
6.665000,874.471209,21.889716,-3.379340,0.003864,0.025032
6.666000,874.474209,21.928976,-3.423280,0.003915,0.025077
6.667000,874.567079,21.909386,-3.445040,0.003939,0.025052
6.668000,874.471859,21.889496,-3.422680,0.003914,0.025032
6.669000,874.567079,21.909386,-3.445040,0.003939,0.025052
6.670000,874.470429,21.889016,-3.467690,0.003965,0.025031
6.671000,874.563299,21.869426,-3.489450,0.003990,0.025006
6.672000,874.559519,21.829466,-3.533860,0.004041,0.024961
6.673000,874.468079,21.849536,-3.467090,0.003965,0.024986
6.674000,874.371429,21.829166,-3.489740,0.003991,0.024966
6.675000,874.371429,21.829166,-3.489740,0.003991,0.024966
6.676000,874.184909,21.867646,-3.534570,0.004043,0.025015
6.677000,874.092689,21.887016,-3.556150,0.004068,0.025040
6.678000,874.281559,21.888016,-3.511920,0.004017,0.025035
6.679000,874.282209,21.887796,-3.555260,0.004066,0.025035
6.680000,874.377429,21.907686,-3.577620,0.004092,0.025055
6.681000,874.562519,21.868726,-3.577800,0.004091,0.025005
6.682000,874.561089,21.868246,-3.622810,0.004142,0.025005
6.683000,874.373649,21.867726,-3.622030,0.004142,0.025010
6.684000,874.373649,21.867726,-3.622030,0.004142,0.025010
6.685000,874.373649,21.867726,-3.622030,0.004142,0.025010
6.686000,874.188559,21.906686,-3.621850,0.004143,0.025059
6.687000,874.470299,21.888096,-3.599380,0.004116,0.025030
6.688000,874.278429,21.847836,-3.599670,0.004117,0.024990
6.689000,874.280779,21.887316,-3.600270,0.004118,0.025035
6.690000,874.470299,21.888096,-3.599380,0.004116,0.025030
6.691000,874.563169,21.868506,-3.621140,0.004141,0.025005
6.692000,874.468869,21.887616,-3.644390,0.004168,0.025030
6.693000,874.283779,21.926576,-3.644210,0.004168,0.025079
6.694000,874.373649,21.867726,-3.622030,0.004142,0.025010
6.695000,874.565519,21.907986,-3.621740,0.004141,0.025050
6.696000,874.565519,21.907986,-3.621740,0.004141,0.025050
6.697000,874.473299,21.927356,-3.643320,0.004166,0.025075
6.698000,874.568519,21.947246,-3.665680,0.004191,0.025095
6.699000,874.664519,21.967836,-3.599690,0.004116,0.025116
6.700000,874.757389,21.948246,-3.621450,0.004140,0.025091
6.701000,874.949259,21.988506,-3.621160,0.004139,0.025131
6.702000,875.041479,21.969136,-3.599580,0.004114,0.025106
6.703000,875.138779,21.989286,-3.620270,0.004137,0.025127
6.704000,875.230999,21.969916,-3.598690,0.004112,0.025102
6.705000,875.418439,21.970436,-3.599470,0.004112,0.025097
6.706000,875.515089,21.990806,-3.576820,0.004085,0.025118
6.707000,875.610309,22.010696,-3.599180,0.004110,0.025138
6.708000,875.610309,22.010696,-3.599180,0.004110,0.025138
6.709000,875.706959,22.031066,-3.576530,0.004084,0.025158
6.710000,875.521869,22.070026,-3.576350,0.004085,0.025208
6.711000,875.329999,22.029766,-3.576640,0.004086,0.025167
6.712000,875.517439,22.030286,-3.577420,0.004086,0.025163
6.713000,875.709309,22.070546,-3.577130,0.004085,0.025203
6.714000,875.803609,22.051436,-3.553880,0.004058,0.025179
6.715000,875.799179,22.011696,-3.554950,0.004059,0.025133
6.716000,875.802179,22.050956,-3.598890,0.004109,0.025178
6.717000,875.894399,22.031586,-3.577310,0.004084,0.025153
6.718000,875.894399,22.031586,-3.577310,0.004084,0.025153
6.719000,875.705529,22.030586,-3.621540,0.004136,0.025158
6.720000,875.709309,22.070546,-3.577130,0.004085,0.025203
6.721000,875.805959,22.090916,-3.554480,0.004059,0.025224
6.722000,876.086269,22.071846,-3.577020,0.004083,0.025194
6.723000,876.086269,22.071846,-3.577020,0.004083,0.025194
6.724000,876.182919,22.092216,-3.554370,0.004057,0.025214
6.725000,876.179139,22.052256,-3.598780,0.004107,0.025169
6.726000,876.179139,22.052256,-3.598780,0.004107,0.025169
6.727000,876.181489,22.091736,-3.599380,0.004108,0.025214
6.728000,875.992619,22.090736,-3.643610,0.004159,0.025218
6.729000,875.992619,22.090736,-3.643610,0.004159,0.025218
6.730000,875.899749,22.110326,-3.621850,0.004135,0.025243
6.731000,876.092269,22.150366,-3.664900,0.004183,0.025283
6.732000,875.902749,22.149586,-3.665790,0.004185,0.025288
6.733000,875.810529,22.168956,-3.687370,0.004210,0.025313
6.734000,875.525789,22.148286,-3.665900,0.004187,0.025297
6.735000,875.432919,22.167876,-3.644140,0.004163,0.025322
6.736000,875.433569,22.167656,-3.687480,0.004212,0.025322
6.737000,875.528789,22.187546,-3.709840,0.004237,0.025342
6.738000,875.433569,22.167656,-3.687480,0.004212,0.025322
6.739000,875.618659,22.128696,-3.687660,0.004211,0.025272
6.740000,875.713879,22.148586,-3.710020,0.004237,0.025292
6.741000,875.713879,22.148586,-3.710020,0.004237,0.025292
6.742000,875.617229,22.128216,-3.732670,0.004263,0.025272
6.743000,875.334839,22.147026,-3.711800,0.004240,0.025301
6.744000,875.055179,22.165876,-3.732600,0.004266,0.025331
6.745000,874.870089,22.204836,-3.732420,0.004266,0.025381
6.746000,874.777219,22.224426,-3.710660,0.004242,0.025406
6.747000,875.057529,22.205356,-3.733200,0.004266,0.025376
6.748000,875.242619,22.166396,-3.733380,0.004266,0.025326
6.749000,875.242619,22.166396,-3.733380,0.004266,0.025326
6.750000,875.242619,22.166396,-3.733380,0.004266,0.025326
6.751000,875.149749,22.185986,-3.711620,0.004241,0.025351
6.752000,874.870089,22.204836,-3.732420,0.004266,0.025381
6.753000,874.868009,22.204576,-3.734090,0.004268,0.025380
6.754000,874.960879,22.184986,-3.755850,0.004293,0.025355
6.755000,874.960879,22.184986,-3.755850,0.004293,0.025355
6.756000,874.868659,22.204356,-3.777430,0.004318,0.025380
6.757000,874.868659,22.204356,-3.777430,0.004318,0.025380
6.758000,874.679139,22.203576,-3.778320,0.004320,0.025385
6.759000,874.494049,22.242536,-3.778140,0.004320,0.025435
6.760000,874.494049,22.242536,-3.778140,0.004320,0.025435
6.761000,874.213739,22.261606,-3.755600,0.004296,0.025465
6.762000,874.117089,22.241236,-3.778250,0.004322,0.025444
6.763000,874.117089,22.241236,-3.778250,0.004322,0.025444
6.764000,874.113309,22.201276,-3.822660,0.004373,0.025399
6.765000,874.113309,22.201276,-3.822660,0.004373,0.025399
6.766000,874.209959,22.221646,-3.800010,0.004347,0.025419
6.767000,874.206179,22.181686,-3.844420,0.004398,0.025374
6.768000,874.016659,22.180906,-3.845310,0.004400,0.025378
6.769000,873.928219,22.240236,-3.822480,0.004374,0.025449
6.770000,873.835349,22.259826,-3.800720,0.004349,0.025474
6.771000,873.835349,22.259826,-3.800720,0.004349,0.025474
6.772000,874.117739,22.241016,-3.821590,0.004372,0.025444
6.773000,874.117739,22.241016,-3.821590,0.004372,0.025444
6.774000,874.021089,22.220646,-3.844240,0.004398,0.025423
6.775000,874.113959,22.201056,-3.866000,0.004423,0.025398
6.776000,874.017309,22.180686,-3.888650,0.004449,0.025378
6.777000,873.832219,22.219646,-3.888470,0.004450,0.025428
6.778000,873.832219,22.219646,-3.888470,0.004450,0.025428
6.779000,873.831569,22.219866,-3.845130,0.004400,0.025428
6.780000,873.832219,22.219646,-3.888470,0.004450,0.025428
6.781000,873.832219,22.219646,-3.888470,0.004450,0.025428
6.782000,873.736999,22.199756,-3.866110,0.004425,0.025408
6.783000,873.644779,22.219126,-3.887690,0.004450,0.025433
6.784000,873.832869,22.219426,-3.931810,0.004499,0.025428
6.785000,873.640999,22.179166,-3.932100,0.004501,0.025387
6.786000,873.548129,22.198756,-3.910340,0.004476,0.025412
6.787000,873.640999,22.179166,-3.932100,0.004501,0.025387
6.788000,873.640999,22.179166,-3.932100,0.004501,0.025387
6.789000,873.733219,22.159796,-3.910520,0.004476,0.025362
6.790000,873.737649,22.199536,-3.909450,0.004474,0.025408
6.791000,873.640999,22.179166,-3.932100,0.004501,0.025387
6.792000,873.640999,22.179166,-3.932100,0.004501,0.025387
6.793000,873.548779,22.198536,-3.953680,0.004526,0.025412
6.794000,873.359259,22.197756,-3.954570,0.004528,0.025417
6.795000,873.455909,22.218126,-3.931920,0.004502,0.025437
6.796000,873.548779,22.198536,-3.953680,0.004526,0.025412
6.797000,873.640999,22.179166,-3.932100,0.004501,0.025387
6.798000,873.830519,22.179946,-3.931210,0.004499,0.025382
6.799000,873.830519,22.179946,-3.931210,0.004499,0.025382
6.800000,873.830519,22.179946,-3.931210,0.004499,0.025382
6.801000,873.738299,22.199316,-3.952790,0.004524,0.025407
6.802000,873.641649,22.178946,-3.975440,0.004550,0.025387
6.803000,873.452129,22.178166,-3.976330,0.004552,0.025391
6.804000,873.356909,22.158276,-3.953970,0.004527,0.025371
6.805000,873.361339,22.198016,-3.952900,0.004526,0.025417
6.806000,873.268469,22.217606,-3.931140,0.004502,0.025442
6.807000,873.264689,22.177646,-3.975550,0.004553,0.025396
6.808000,873.356909,22.158276,-3.953970,0.004527,0.025371
6.809000,873.359909,22.197536,-3.997910,0.004578,0.025416
6.810000,873.264689,22.177646,-3.975550,0.004553,0.025396
6.811000,873.264689,22.177646,-3.975550,0.004553,0.025396
6.812000,873.264689,22.177646,-3.975550,0.004553,0.025396
6.813000,873.264689,22.177646,-3.975550,0.004553,0.025396
6.814000,873.267689,22.216906,-4.019490,0.004603,0.025441
6.815000,873.267689,22.216906,-4.019490,0.004603,0.025441
6.816000,873.452779,22.177946,-4.019670,0.004602,0.025391
6.817000,873.452779,22.177946,-4.019670,0.004602,0.025391
6.818000,873.454209,22.178426,-3.974660,0.004551,0.025392
6.819000,873.452779,22.177946,-4.019670,0.004602,0.025391
6.820000,873.357559,22.158056,-3.997310,0.004577,0.025371
6.821000,873.452779,22.177946,-4.019670,0.004602,0.025391
6.822000,873.263909,22.176946,-4.063900,0.004654,0.025395
6.823000,873.267689,22.216906,-4.019490,0.004603,0.025441
6.824000,873.359909,22.197536,-3.997910,0.004578,0.025416
6.825000,873.455129,22.217426,-4.020270,0.004603,0.025436
6.826000,873.267689,22.216906,-4.019490,0.004603,0.025441
6.827000,873.078169,22.216126,-4.020380,0.004605,0.025446
6.828000,873.078169,22.216126,-4.020380,0.004605,0.025446
6.829000,872.886299,22.175866,-4.020670,0.004606,0.025405
6.830000,872.982949,22.196236,-3.998020,0.004580,0.025426
6.831000,873.359909,22.197536,-3.997910,0.004578,0.025416
6.832000,873.359909,22.197536,-3.997910,0.004578,0.025416
6.833000,873.359909,22.197536,-3.997910,0.004578,0.025416
6.834000,873.547999,22.197836,-4.042030,0.004627,0.025411
6.835000,873.359909,22.197536,-3.997910,0.004578,0.025416
6.836000,873.171039,22.196536,-4.042140,0.004629,0.025421
6.837000,873.171039,22.196536,-4.042140,0.004629,0.025421
6.838000,873.171039,22.196536,-4.042140,0.004629,0.025421
6.839000,873.547999,22.197836,-4.042030,0.004627,0.025411
6.840000,873.832089,22.218726,-4.020160,0.004601,0.025427
6.841000,873.735439,22.198356,-4.042810,0.004627,0.025406
6.842000,873.550349,22.237316,-4.042630,0.004628,0.025456
6.843000,873.643219,22.217726,-4.064390,0.004652,0.025431
6.844000,873.268609,22.255906,-4.065100,0.004655,0.025486
6.845000,873.270039,22.256386,-4.020090,0.004603,0.025486
6.846000,873.270039,22.256386,-4.020090,0.004603,0.025486
6.847000,872.981519,22.195756,-4.043030,0.004631,0.025425
6.848000,873.453699,22.216946,-4.065280,0.004654,0.025436
6.849000,873.642569,22.217946,-4.021050,0.004603,0.025431
6.850000,873.545919,22.197576,-4.043700,0.004629,0.025411
6.851000,873.360829,22.236536,-4.043520,0.004630,0.025461
6.852000,873.265609,22.216646,-4.021160,0.004605,0.025441
6.853000,873.076089,22.215866,-4.022050,0.004607,0.025446
6.854000,873.076089,22.215866,-4.022050,0.004607,0.025446
6.855000,873.549699,22.237536,-3.999290,0.004578,0.025457
6.856000,873.644919,22.257426,-4.021650,0.004603,0.025477
6.857000,873.836789,22.297686,-4.021360,0.004602,0.025517
6.858000,873.926659,22.238836,-3.999180,0.004576,0.025447
6.859000,873.925879,22.238136,-4.087530,0.004677,0.025446
6.860000,873.829229,22.217766,-4.110180,0.004704,0.025426
6.861000,873.833009,22.257726,-4.065770,0.004653,0.025471
6.862000,873.833009,22.257726,-4.065770,0.004653,0.025471
6.863000,873.925229,22.238356,-4.044190,0.004628,0.025447
6.864000,873.735709,22.237576,-4.045080,0.004630,0.025451
6.865000,873.739489,22.277536,-4.000670,0.004579,0.025497
6.866000,873.647269,22.296906,-4.022250,0.004604,0.025522
6.867000,873.647269,22.296906,-4.022250,0.004604,0.025522
6.868000,873.550619,22.276536,-4.044900,0.004630,0.025501
6.869000,873.267959,22.256126,-4.021760,0.004605,0.025486
6.870000,873.360179,22.236756,-4.000180,0.004580,0.025461
6.871000,873.644269,22.257646,-3.978310,0.004554,0.025477
6.872000,873.640489,22.217686,-4.022720,0.004605,0.025431
6.873000,874.017449,22.218986,-4.022610,0.004602,0.025422
6.874000,874.114099,22.239356,-3.999960,0.004576,0.025442
6.875000,873.732709,22.198316,-4.001140,0.004579,0.025406
6.876000,873.640489,22.217686,-4.022720,0.004605,0.025431
6.877000,873.547619,22.237276,-4.000960,0.004580,0.025456
6.878000,873.270309,22.295606,-4.022360,0.004606,0.025531
6.879000,873.174439,22.275936,-3.956660,0.004531,0.025511
6.880000,873.269659,22.295826,-3.979020,0.004556,0.025531
6.881000,873.269659,22.295826,-3.979020,0.004556,0.025531
6.882000,873.366309,22.316196,-3.956370,0.004530,0.025552
6.883000,873.274089,22.335566,-3.977950,0.004555,0.025577
6.884000,873.363959,22.276716,-3.955770,0.004529,0.025507
6.885000,873.360179,22.236756,-4.000180,0.004580,0.025461
6.886000,873.267309,22.256346,-3.978420,0.004556,0.025486
6.887000,873.170659,22.235976,-4.001070,0.004582,0.025466
6.888000,873.359529,22.236976,-3.956840,0.004531,0.025461
6.889000,873.359529,22.236976,-3.956840,0.004531,0.025461
6.890000,873.363959,22.276716,-3.955770,0.004529,0.025507
6.891000,873.270309,22.295606,-4.022360,0.004606,0.025531
6.892000,873.366309,22.316196,-3.956370,0.004530,0.025552
6.893000,873.178869,22.315676,-3.955590,0.004530,0.025557
6.894000,873.370739,22.355936,-3.955300,0.004529,0.025597
6.895000,873.462959,22.336566,-3.933720,0.004504,0.025572
6.896000,873.463609,22.336346,-3.977060,0.004553,0.025572
6.897000,873.462959,22.336566,-3.933720,0.004504,0.025572
6.898000,873.740919,22.278016,-3.955660,0.004527,0.025497
6.899000,873.840569,22.337646,-3.976950,0.004551,0.025563
6.900000,873.648699,22.297386,-3.977240,0.004552,0.025522
6.901000,873.741569,22.277796,-3.999000,0.004577,0.025497
6.902000,873.648699,22.297386,-3.977240,0.004552,0.025522
6.903000,873.555829,22.316976,-3.955480,0.004528,0.025547
6.904000,873.654829,22.376826,-3.933430,0.004502,0.025613
6.905000,873.844349,22.377606,-3.932540,0.004500,0.025608
6.906000,873.937219,22.358016,-3.954300,0.004525,0.025583
6.907000,873.844349,22.377606,-3.932540,0.004500,0.025608
6.908000,873.751479,22.397196,-3.910780,0.004476,0.025633
6.909000,873.936569,22.358236,-3.910960,0.004475,0.025583
6.910000,873.844349,22.377606,-3.932540,0.004500,0.025608
6.911000,873.937219,22.358016,-3.954300,0.004525,0.025583
6.912000,873.937219,22.358016,-3.954300,0.004525,0.025583
6.913000,874.126739,22.358796,-3.953410,0.004523,0.025578
6.914000,874.223389,22.379166,-3.930760,0.004496,0.025599
6.915000,874.314179,22.359316,-3.954190,0.004523,0.025574
6.916000,874.317179,22.398576,-3.998130,0.004573,0.025618
6.917000,874.321609,22.438316,-3.997060,0.004572,0.025664
6.918000,874.321609,22.438316,-3.997060,0.004572,0.025664
6.919000,874.133519,22.438016,-3.952940,0.004522,0.025669
6.920000,874.133519,22.438016,-3.952940,0.004522,0.025669
6.921000,874.133519,22.438016,-3.952940,0.004522,0.025669
6.922000,874.230169,22.458386,-3.930290,0.004496,0.025689
6.923000,874.325389,22.478276,-3.952650,0.004521,0.025709
6.924000,874.325389,22.478276,-3.952650,0.004521,0.025709
6.925000,874.327469,22.478536,-3.950980,0.004519,0.025710
6.926000,874.329819,22.518016,-3.951580,0.004520,0.025755
6.927000,874.234599,22.498126,-3.929220,0.004494,0.025735
6.928000,874.139379,22.478236,-3.906860,0.004469,0.025715
6.929000,874.236029,22.498606,-3.884210,0.004443,0.025735
6.930000,874.235379,22.498826,-3.840870,0.004393,0.025735
6.931000,874.331249,22.518496,-3.906570,0.004468,0.025755
6.932000,874.328249,22.479236,-3.862630,0.004418,0.025710
6.933000,874.328249,22.479236,-3.862630,0.004418,0.025710
6.934000,874.236029,22.498606,-3.884210,0.004443,0.025735
6.935000,874.143809,22.517976,-3.905790,0.004468,0.025760
6.936000,874.046509,22.497826,-3.885100,0.004445,0.025740
6.937000,873.858419,22.497526,-3.840980,0.004395,0.025745
6.938000,874.047939,22.498306,-3.840090,0.004393,0.025740
6.939000,874.051719,22.538266,-3.795680,0.004343,0.025786
6.940000,874.148369,22.558636,-3.773030,0.004316,0.025806
6.941000,874.336459,22.558936,-3.817150,0.004366,0.025801
6.942000,874.332679,22.518976,-3.861560,0.004417,0.025756
6.943000,874.237459,22.499086,-3.839200,0.004391,0.025736
6.944000,874.052369,22.538046,-3.839020,0.004392,0.025786
6.945000,874.149019,22.558416,-3.816370,0.004366,0.025806
6.946000,873.957149,22.518156,-3.816660,0.004367,0.025766
6.947000,874.049369,22.498786,-3.795080,0.004342,0.025741
6.948000,874.051719,22.538266,-3.795680,0.004343,0.025786
6.949000,873.959499,22.557636,-3.817260,0.004368,0.025811
6.950000,873.960929,22.558116,-3.772250,0.004316,0.025811
6.951000,873.960929,22.558116,-3.772250,0.004316,0.025811
6.952000,873.960929,22.558116,-3.772250,0.004316,0.025811
6.953000,873.960929,22.558116,-3.772250,0.004316,0.025811
6.954000,873.960929,22.558116,-3.772250,0.004316,0.025811
6.955000,874.057579,22.578486,-3.749600,0.004290,0.025832
6.956000,874.339319,22.559896,-3.727130,0.004263,0.025802
6.957000,874.624059,22.580566,-3.748600,0.004286,0.025817
6.958000,874.527409,22.560196,-3.771250,0.004312,0.025797
6.959000,874.812149,22.580866,-3.792720,0.004335,0.025812
6.960000,874.812149,22.580866,-3.792720,0.004335,0.025812
6.961000,874.812149,22.580866,-3.792720,0.004335,0.025812
6.962000,874.719279,22.600456,-3.770960,0.004311,0.025837
6.963000,874.624059,22.580566,-3.748600,0.004286,0.025817
6.964000,874.339319,22.559896,-3.727130,0.004263,0.025802
6.965000,874.438969,22.619526,-3.748420,0.004287,0.025867
6.966000,874.723059,22.640416,-3.726550,0.004260,0.025883
6.967000,874.531189,22.600156,-3.726840,0.004262,0.025843
6.968000,874.720709,22.600936,-3.725950,0.004260,0.025838
6.969000,874.532619,22.600636,-3.681830,0.004210,0.025843
6.970000,874.627839,22.620526,-3.704190,0.004235,0.025863
6.971000,874.528839,22.560676,-3.726240,0.004261,0.025798
6.972000,874.813579,22.581346,-3.747710,0.004284,0.025813
6.973000,875.090889,22.523016,-3.726310,0.004258,0.025738
6.974000,875.280409,22.523796,-3.725420,0.004256,0.025733
6.975000,875.465499,22.484836,-3.725600,0.004256,0.025683
6.976000,875.749589,22.505726,-3.703730,0.004229,0.025699
6.977000,875.560719,22.504726,-3.747960,0.004281,0.025703
6.978000,875.280409,22.523796,-3.725420,0.004256,0.025733
6.979000,875.187539,22.543386,-3.703660,0.004232,0.025758
6.980000,875.189889,22.582866,-3.704260,0.004233,0.025803
6.981000,875.282759,22.563276,-3.726020,0.004257,0.025778
6.982000,875.280409,22.523796,-3.725420,0.004256,0.025733
6.983000,875.276629,22.483836,-3.769830,0.004307,0.025688
6.984000,875.185189,22.503906,-3.703060,0.004231,0.025713
6.985000,875.277409,22.484536,-3.681480,0.004206,0.025688
6.986000,875.280409,22.523796,-3.725420,0.004256,0.025733
6.987000,875.280409,22.523796,-3.725420,0.004256,0.025733
6.988000,875.373279,22.504206,-3.747180,0.004281,0.025708
6.989000,875.368849,22.464466,-3.748250,0.004282,0.025663
6.990000,875.458719,22.405616,-3.726070,0.004256,0.025593
6.991000,875.458719,22.405616,-3.726070,0.004256,0.025593
6.992000,875.551589,22.386026,-3.747830,0.004281,0.025568
6.993000,875.458719,22.405616,-3.726070,0.004256,0.025593
6.994000,875.366499,22.424986,-3.747650,0.004281,0.025618
6.995000,875.366499,22.424986,-3.747650,0.004281,0.025618
6.996000,875.365069,22.424506,-3.792660,0.004333,0.025617
6.997000,875.269849,22.404616,-3.770300,0.004308,0.025597
6.998000,875.174629,22.384726,-3.747940,0.004283,0.025577
6.999000,875.174629,22.384726,-3.747940,0.004283,0.025577
7.000000,875.077979,22.364356,-3.770590,0.004309,0.025557
7.001000,875.075629,22.324876,-3.769990,0.004308,0.025512
7.002000,874.982759,22.344466,-3.748230,0.004284,0.025537
7.003000,874.982759,22.344466,-3.748230,0.004284,0.025537
7.004000,874.987189,22.384206,-3.747160,0.004283,0.025582
7.005000,874.888189,22.324356,-3.769210,0.004308,0.025517
7.006000,874.884409,22.284396,-3.813620,0.004359,0.025471
7.007000,874.888189,22.324356,-3.769210,0.004308,0.025517
7.008000,874.795319,22.343946,-3.747450,0.004284,0.025542
7.009000,874.888189,22.324356,-3.769210,0.004308,0.025517
7.010000,874.888189,22.324356,-3.769210,0.004308,0.025517
7.011000,874.981059,22.304766,-3.790970,0.004333,0.025492
7.012000,874.888189,22.324356,-3.769210,0.004308,0.025517
7.013000,875.265149,22.325656,-3.769100,0.004306,0.025507
7.014000,875.174359,22.345506,-3.745670,0.004280,0.025533
7.015000,875.077709,22.325136,-3.768320,0.004306,0.025512
7.016000,875.073929,22.285176,-3.812730,0.004357,0.025467
7.017000,875.262799,22.286176,-3.768500,0.004306,0.025462
7.018000,875.262799,22.286176,-3.768500,0.004306,0.025462
7.019000,875.266579,22.326136,-3.724090,0.004255,0.025508
7.020000,875.262799,22.286176,-3.768500,0.004306,0.025462
7.021000,875.167579,22.266286,-3.746140,0.004280,0.025442
7.022000,875.264229,22.286656,-3.723490,0.004254,0.025463
7.023000,875.172009,22.306026,-3.745070,0.004279,0.025488
7.024000,875.172009,22.306026,-3.745070,0.004279,0.025488
7.025000,875.172009,22.306026,-3.745070,0.004279,0.025488
7.026000,874.980139,22.265766,-3.745360,0.004281,0.025447
7.027000,874.980139,22.265766,-3.745360,0.004281,0.025447
7.028000,875.170439,22.267246,-3.656120,0.004178,0.025443
7.029000,875.075219,22.247356,-3.633760,0.004153,0.025423
7.030000,874.978569,22.226986,-3.656410,0.004179,0.025403
7.031000,874.883349,22.207096,-3.634050,0.004154,0.025383
7.032000,875.165089,22.188506,-3.611580,0.004127,0.025354
7.033000,875.165089,22.188506,-3.611580,0.004127,0.025354
7.034000,875.260309,22.208396,-3.633940,0.004152,0.025373
7.035000,875.261089,22.209096,-3.545590,0.004051,0.025374
7.036000,875.168869,22.228466,-3.567170,0.004076,0.025399
7.037000,875.072219,22.208096,-3.589820,0.004102,0.025379
7.038000,875.072219,22.208096,-3.589820,0.004102,0.025379
7.039000,875.165869,22.189206,-3.523230,0.004026,0.025354
7.040000,874.881779,22.168316,-3.545100,0.004052,0.025339
7.041000,874.696689,22.207276,-3.544920,0.004053,0.025389
7.042000,874.693689,22.168016,-3.500980,0.004003,0.025344
7.043000,874.506249,22.167496,-3.500200,0.004002,0.025349
7.044000,874.598469,22.148126,-3.478620,0.003977,0.025324
7.045000,874.225289,22.186786,-3.434320,0.003928,0.025379
7.046000,873.848329,22.185486,-3.434430,0.003930,0.025388
7.047000,873.659589,22.185406,-3.346970,0.003831,0.025394
7.048000,873.565939,22.204296,-3.413560,0.003908,0.025418
7.049000,873.565939,22.204296,-3.413560,0.003908,0.025418
7.050000,873.658159,22.184926,-3.391980,0.003883,0.025393
7.051000,873.847029,22.185926,-3.347750,0.003831,0.025389
7.052000,873.848729,22.225626,-3.305010,0.003782,0.025434
7.053000,873.568419,22.244696,-3.282470,0.003758,0.025464
7.054000,873.383329,22.283656,-3.282290,0.003758,0.025514
7.055000,873.193809,22.282876,-3.283180,0.003760,0.025519
7.056000,873.193809,22.282876,-3.283180,0.003760,0.025519
7.057000,873.478549,22.303546,-3.304650,0.003783,0.025534
7.058000,873.573769,22.323436,-3.327010,0.003809,0.025554
7.059000,873.855509,22.304846,-3.304540,0.003782,0.025525
7.060000,874.045949,22.344626,-3.349260,0.003832,0.025565
7.061000,873.950729,22.324736,-3.326900,0.003807,0.025545
7.062000,873.854079,22.304366,-3.349550,0.003833,0.025524
7.063000,873.761209,22.323956,-3.327790,0.003809,0.025549
7.064000,873.761859,22.323736,-3.371130,0.003858,0.025549
7.065000,873.946949,22.284776,-3.371310,0.003858,0.025499
7.066000,874.227259,22.265706,-3.393850,0.003882,0.025469
7.067000,874.511349,22.286596,-3.371980,0.003856,0.025485
7.068000,874.884529,22.247936,-3.416280,0.003905,0.025430
7.069000,874.695009,22.247156,-3.417170,0.003907,0.025434
7.070000,874.599789,22.227266,-3.394810,0.003882,0.025414
7.071000,874.692009,22.207896,-3.373230,0.003856,0.025389
7.072000,874.784879,22.188306,-3.394990,0.003881,0.025364
7.073000,874.781879,22.149046,-3.351050,0.003831,0.025320
7.074000,874.786309,22.188786,-3.349980,0.003829,0.025365
7.075000,874.973749,22.189306,-3.350760,0.003830,0.025360
7.076000,874.973749,22.189306,-3.350760,0.003830,0.025360
7.077000,874.878529,22.169416,-3.328400,0.003804,0.025340
7.078000,874.690439,22.169116,-3.284280,0.003755,0.025345
7.079000,874.502349,22.168816,-3.240160,0.003705,0.025350
7.080000,874.310479,22.128556,-3.240450,0.003706,0.025310
7.081000,874.307479,22.089296,-3.196510,0.003656,0.025265
7.082000,874.399699,22.069926,-3.174930,0.003631,0.025240
7.083000,874.496349,22.090296,-3.152280,0.003605,0.025261
7.084000,874.493999,22.050816,-3.151680,0.003604,0.025216
